id_pagamento,tipo,status,taxa
7384,Dinheiro,False,1.89
4507,Pix,False,1.01
2856,Cartão de Débito,True,3.03
8989,Cartão de Crédito,True,6.98
6042,Dinheiro,False,5.18
6958,Pix,False,5.59
2516,Dinheiro,False,1.21
2469,Dinheiro,True,2.56
3505,Cartão de Débito,False,5.0
5069,Dinheiro,True,5.64
4436,Cartão de Crédito,False,0.7
5283,Pix,True,3.4
7742,Pix,False,1.4
5686,Pix,True,7.05
768,Cartão de Crédito,False,8.43
2013,Cartão de Débito,True,3.7
1839,Pix,False,3.93
3197,Cartão de Débito,True,7.03
531,Dinheiro,True,2.3
7020,Cartão de Débito,False,0.14
4160,Dinheiro,True,7.27
62,Pix,False,7.58
4296,Cartão de Débito,True,7.76
7662,Cartão de Crédito,True,9.55
6705,Cartão de Crédito,True,7.02
1709,Cartão de Débito,True,1.47
9006,Pix,False,9.65
9705,Cartão de Crédito,False,5.7
2994,Dinheiro,True,8.99
7113,Dinheiro,False,0.74
2935,Dinheiro,False,5.33
7016,Pix,False,5.7
7051,Cartão de Crédito,False,2.62
2634,Pix,True,2.08
2822,Pix,True,5.63
7259,Cartão de Crédito,False,8.47
5858,Cartão de Débito,False,2.71
9420,Cartão de Débito,False,2.53
3985,Pix,True,2.83
2322,Cartão de Crédito,False,9.92
9988,Cartão de Crédito,True,9.86
3372,Cartão de Débito,False,5.84
5614,Pix,True,2.36
2780,Pix,False,1.83
1824,Cartão de Crédito,True,6.32
6379,Cartão de Crédito,True,5.3
3806,Cartão de Débito,False,3.23
2846,Cartão de Débito,True,4.53
657,Cartão de Débito,False,9.08
125,Dinheiro,True,2.13
6268,Cartão de Débito,False,8.39
4812,Pix,True,6.34
2324,Dinheiro,True,3.23
8534,Dinheiro,False,1.27
8681,Pix,True,6.69
7528,Cartão de Débito,True,1.04
4632,Cartão de Débito,True,1.07
7316,Pix,True,8.19
3773,Dinheiro,False,9.9
9334,Cartão de Débito,False,4.73
3366,Pix,True,5.84
1558,Pix,False,4.86
8426,Dinheiro,False,5.72
7036,Pix,True,8.47
6913,Pix,True,5.56
2254,Cartão de Crédito,False,4.03
4383,Cartão de Crédito,False,1.52
3842,Pix,False,1.49
2271,Cartão de Débito,False,5.22
8460,Cartão de Débito,True,2.47
2448,Cartão de Crédito,False,5.32
1864,Cartão de Débito,False,9.22
4537,Cartão de Débito,True,7.37
1493,Cartão de Crédito,False,0.26
614,Dinheiro,False,5.14
1116,Dinheiro,True,1.7
9853,Dinheiro,False,8.9
6132,Dinheiro,False,0.89
8370,Pix,False,4.01
7879,Cartão de Débito,True,2.91
9330,Pix,True,0.67
5,Pix,False,3.42
9914,Pix,True,0.6
3257,Cartão de Crédito,False,5.23
7607,Cartão de Débito,True,2.57
6303,Cartão de Crédito,True,3.02
4511,Cartão de Débito,False,8.41
2863,Dinheiro,True,7.09
4546,Dinheiro,False,4.95
6712,Pix,True,8.86
1150,Cartão de Crédito,True,9.39
2185,Cartão de Débito,True,1.11
1140,Pix,False,2.19
4064,Cartão de Crédito,True,9.58
85,Cartão de Débito,False,0.61
1191,Cartão de Débito,True,9.64
2210,Dinheiro,True,3.15
5485,Dinheiro,False,1.63
1186,Cartão de Crédito,True,6.38
15,Pix,False,1.13
5834,Cartão de Crédito,False,2.97
8148,Dinheiro,True,2.15
8703,Cartão de Débito,True,1.53
8248,Cartão de Crédito,False,0.26
3574,Pix,False,8.07
8119,Dinheiro,True,8.17
4161,Cartão de Débito,True,2.67
48,Cartão de Crédito,True,5.87
2101,Cartão de Débito,False,4.16
5588,Dinheiro,True,2.09
7955,Cartão de Crédito,False,0.93
1544,Cartão de Crédito,False,8.37
5929,Cartão de Débito,False,9.71
1279,Dinheiro,False,2.13
2525,Dinheiro,True,0.33
1466,Cartão de Crédito,False,2.28
1339,Pix,True,4.62
216,Cartão de Débito,True,1.43
6612,Pix,True,7.28
9134,Cartão de Crédito,False,8.57
8188,Cartão de Débito,False,7.17
343,Dinheiro,False,5.86
442,Pix,True,9.45
5544,Cartão de Crédito,True,1.64
8314,Dinheiro,True,9.13
1619,Pix,False,8.0
7227,Pix,False,0.68
7785,Cartão de Débito,True,7.24
8840,Cartão de Débito,True,0.97
1984,Pix,True,1.49
9321,Cartão de Crédito,False,2.24
7865,Cartão de Crédito,True,0.31
1110,Pix,True,2.91
8056,Dinheiro,True,6.91
1980,Cartão de Débito,False,0.08
9954,Dinheiro,False,1.88
6860,Cartão de Débito,True,3.11
7574,Dinheiro,True,3.73
7575,Cartão de Crédito,True,8.25
9257,Dinheiro,True,9.86
8830,Dinheiro,False,3.47
9657,Cartão de Crédito,True,1.54
9799,Cartão de Crédito,True,2.76
3083,Dinheiro,False,8.67
4403,Cartão de Crédito,True,2.18
8109,Dinheiro,False,5.1
1389,Cartão de Débito,True,4.6
3081,Cartão de Crédito,False,4.76
5743,Dinheiro,True,3.61
8128,Pix,True,6.66
611,Cartão de Débito,False,7.27
6147,Cartão de Crédito,True,5.36
3982,Pix,True,5.69
1297,Cartão de Débito,False,6.14
4242,Cartão de Débito,False,3.49
2317,Cartão de Débito,True,1.83
5051,Pix,True,5.33
4278,Cartão de Crédito,True,1.26
2533,Pix,False,6.39
3302,Cartão de Crédito,True,0.03
4721,Dinheiro,True,4.39
3729,Pix,False,5.78
5930,Cartão de Débito,False,3.99
509,Pix,True,5.5
5761,Dinheiro,False,8.16
5050,Cartão de Crédito,False,1.94
6358,Dinheiro,False,4.13
3352,Dinheiro,False,5.5
2368,Cartão de Débito,True,0.08
1075,Cartão de Crédito,True,3.07
8932,Cartão de Crédito,True,4.89
3329,Cartão de Débito,False,4.06
3418,Cartão de Crédito,False,9.35
533,Cartão de Crédito,True,3.63
7691,Dinheiro,True,9.53
667,Cartão de Débito,True,9.86
749,Cartão de Débito,False,6.27
1062,Cartão de Débito,True,4.13
158,Pix,True,7.07
9868,Cartão de Crédito,False,2.35
5569,Cartão de Débito,False,4.06
5101,Cartão de Débito,True,4.34
1023,Cartão de Crédito,False,6.5
1313,Dinheiro,False,1.65
4320,Cartão de Débito,False,0.37
8829,Cartão de Débito,False,1.47
8869,Cartão de Crédito,True,9.97
7352,Pix,False,9.84
3960,Cartão de Crédito,True,9.73
2397,Dinheiro,True,0.79
6193,Cartão de Crédito,True,6.71
1894,Pix,False,6.0
8611,Dinheiro,False,6.45
673,Dinheiro,True,3.49
1933,Cartão de Crédito,False,4.91
8266,Dinheiro,False,2.58
236,Dinheiro,True,7.82
8728,Pix,False,8.99
6323,Pix,True,9.95
6598,Cartão de Débito,False,3.3
1518,Cartão de Crédito,False,9.03
1462,Cartão de Débito,False,2.99
5274,Cartão de Débito,True,4.06
9470,Cartão de Débito,True,1.97
9606,Pix,True,9.14
7211,Cartão de Crédito,True,4.31
2490,Pix,False,5.01
7928,Dinheiro,False,0.88
7832,Dinheiro,False,1.77
2624,Pix,False,9.68
9314,Pix,True,0.59
4981,Cartão de Débito,True,2.36
5668,Pix,True,1.83
3115,Dinheiro,False,0.57
5934,Cartão de Crédito,True,1.68
4178,Dinheiro,True,7.98
2871,Cartão de Débito,False,0.77
3785,Cartão de Débito,True,5.86
7484,Dinheiro,True,9.45
5948,Pix,True,3.17
412,Cartão de Crédito,True,2.66
6818,Cartão de Débito,True,2.73
8194,Pix,True,0.59
2973,Cartão de Crédito,False,4.58
2316,Cartão de Débito,False,7.1
1969,Cartão de Crédito,True,6.95
775,Dinheiro,False,4.26
1042,Pix,False,8.64
6406,Cartão de Crédito,True,4.95
8975,Cartão de Crédito,True,1.47
1295,Dinheiro,False,6.01
8477,Cartão de Débito,True,9.65
2827,Cartão de Débito,False,5.85
2505,Dinheiro,True,7.3
9056,Cartão de Crédito,False,1.55
8483,Cartão de Crédito,False,3.53
2412,Cartão de Débito,True,3.11
1688,Dinheiro,True,3.07
1348,Dinheiro,True,5.47
6880,Cartão de Crédito,False,8.32
8366,Cartão de Crédito,True,7.43
8622,Cartão de Crédito,True,3.61
6396,Cartão de Crédito,False,9.17
4623,Pix,True,3.22
8038,Cartão de Crédito,True,1.09
5538,Dinheiro,True,8.93
2996,Cartão de Crédito,False,0.48
1732,Cartão de Débito,True,7.55
1924,Dinheiro,False,4.3
9584,Dinheiro,True,8.29
6717,Cartão de Débito,False,5.31
5961,Cartão de Crédito,False,4.17
9424,Cartão de Crédito,True,0.23
5104,Cartão de Débito,False,2.87
1459,Pix,False,0.25
9570,Pix,False,0.13
1703,Pix,False,0.42
346,Cartão de Débito,False,6.92
9387,Cartão de Débito,False,2.8
8464,Pix,True,0.9
8997,Cartão de Débito,False,8.27
7187,Dinheiro,True,5.44
3915,Pix,True,2.3
9459,Pix,False,2.72
5076,Dinheiro,True,6.42
5724,Dinheiro,True,2.44
9053,Dinheiro,True,2.94
8609,Cartão de Crédito,True,7.15
3741,Dinheiro,False,4.0
4525,Cartão de Crédito,True,8.36
3408,Pix,True,1.9
7820,Pix,True,1.98
6881,Cartão de Débito,True,4.57
9210,Cartão de Crédito,False,7.52
5817,Cartão de Crédito,False,1.16
9383,Cartão de Débito,False,6.67
9765,Dinheiro,True,2.05
9781,Pix,False,0.91
6911,Cartão de Débito,True,4.54
2382,Cartão de Débito,False,6.19
7225,Dinheiro,False,8.19
1076,Cartão de Crédito,True,2.4
8101,Dinheiro,True,6.74
8617,Cartão de Débito,False,2.99
3291,Dinheiro,False,3.97
9878,Cartão de Débito,True,7.57
5972,Cartão de Débito,False,9.23
7308,Dinheiro,True,8.3
7547,Dinheiro,False,7.17
2038,Pix,True,6.29
1896,Pix,True,9.24
9867,Cartão de Débito,False,9.72
9129,Cartão de Débito,False,0.73
2352,Dinheiro,True,2.72
6041,Cartão de Débito,False,2.79
7266,Dinheiro,False,4.49
2893,Dinheiro,False,2.29
2950,Cartão de Crédito,False,9.05
7598,Dinheiro,True,7.6
5335,Cartão de Crédito,False,0.6
2139,Dinheiro,False,9.94
3718,Cartão de Crédito,False,5.18
8654,Cartão de Crédito,True,1.54
476,Cartão de Débito,True,3.9
9371,Cartão de Débito,False,7.27
8433,Cartão de Crédito,True,1.28
1939,Cartão de Crédito,False,1.27
1529,Cartão de Débito,True,4.42
2071,Pix,False,3.49
5725,Pix,False,9.41
8057,Dinheiro,True,2.95
7444,Cartão de Crédito,True,7.85
1624,Pix,True,8.85
5015,Pix,False,4.19
502,Dinheiro,True,7.36
8335,Cartão de Débito,True,8.12
1013,Cartão de Crédito,True,2.4
9786,Cartão de Crédito,False,7.43
9389,Cartão de Débito,False,2.98
7876,Dinheiro,True,8.55
4486,Dinheiro,True,7.83
2362,Pix,True,1.64
1640,Cartão de Crédito,True,7.68
9045,Dinheiro,True,9.63
9310,Cartão de Débito,True,8.31
6444,Dinheiro,True,7.35
181,Cartão de Débito,True,8.2
5251,Cartão de Crédito,False,1.73
8924,Dinheiro,False,4.14
5597,Pix,True,8.34
5202,Cartão de Débito,True,5.98
2363,Cartão de Débito,True,9.47
761,Pix,True,8.55
3174,Dinheiro,False,6.08
8735,Pix,True,2.93
7105,Dinheiro,True,3.23
1620,Cartão de Débito,False,8.55
7730,Pix,False,4.85
3223,Pix,False,7.74
6954,Pix,False,7.13
2289,Dinheiro,False,7.95
5550,Cartão de Crédito,False,8.67
3451,Cartão de Débito,False,6.8
5092,Cartão de Crédito,False,0.33
1474,Cartão de Débito,False,6.59
2778,Cartão de Débito,True,3.5
4139,Pix,True,1.39
6496,Cartão de Crédito,False,3.27
529,Dinheiro,True,0.59
6760,Dinheiro,False,2.64
289,Dinheiro,False,1.68
5672,Pix,False,5.38
5627,Cartão de Crédito,False,8.22
4402,Dinheiro,True,6.09
3230,Pix,True,2.23
5149,Cartão de Débito,False,6.07
730,Cartão de Débito,False,7.69
935,Cartão de Débito,True,0.39
7511,Cartão de Débito,False,0.66
7065,Cartão de Débito,True,8.23
425,Pix,False,8.09
2374,Cartão de Crédito,False,5.14
847,Cartão de Crédito,True,0.54
7813,Pix,False,7.79
9031,Cartão de Débito,False,6.04
3237,Cartão de Crédito,True,4.47
8690,Cartão de Débito,False,8.33
6480,Cartão de Crédito,True,1.57
9609,Cartão de Crédito,False,7.63
5095,Cartão de Débito,False,9.81
4141,Pix,False,7.68
4398,Pix,True,5.27
9003,Cartão de Débito,True,7.87
7882,Cartão de Débito,False,2.27
1545,Cartão de Débito,False,4.03
2982,Cartão de Crédito,True,3.62
420,Dinheiro,True,5.0
6939,Cartão de Débito,False,8.52
4739,Pix,False,7.95
912,Cartão de Débito,False,9.71
3885,Pix,True,0.12
6090,Dinheiro,False,4.42
1319,Dinheiro,True,2.94
1456,Pix,True,1.49
6019,Cartão de Débito,False,1.78
6579,Dinheiro,True,2.47
4415,Pix,True,4.93
1974,Cartão de Débito,False,5.76
2570,Cartão de Crédito,False,8.76
7251,Pix,True,0.85
8033,Dinheiro,False,9.58
9105,Pix,True,1.03
1979,Cartão de Débito,False,7.72
4830,Cartão de Débito,False,5.64
6821,Pix,True,3.39
764,Cartão de Crédito,False,4.51
3882,Cartão de Crédito,False,5.02
1524,Pix,True,4.8
645,Dinheiro,False,7.66
2147,Dinheiro,False,1.24
4249,Cartão de Débito,False,1.94
5577,Dinheiro,False,5.22
9586,Dinheiro,True,4.42
1222,Dinheiro,True,1.6
1900,Dinheiro,True,0.27
4763,Pix,True,2.26
8277,Cartão de Crédito,True,6.32
7722,Pix,True,1.6
1785,Dinheiro,False,6.99
5218,Pix,False,3.12
4635,Cartão de Débito,False,8.47
5571,Cartão de Crédito,True,4.41
3788,Pix,False,2.13
4382,Cartão de Crédito,False,3.08
4577,Cartão de Débito,False,1.45
9565,Pix,False,4.89
9301,Cartão de Crédito,True,8.48
2356,Dinheiro,False,5.0
6884,Pix,True,8.9
7697,Cartão de Crédito,True,7.72
1320,Pix,True,5.86
8168,Cartão de Crédito,True,7.64
1734,Cartão de Débito,True,2.54
8623,Dinheiro,False,8.02
9327,Cartão de Crédito,True,4.0
6679,Pix,True,1.45
4563,Dinheiro,False,4.62
6250,Dinheiro,False,6.56
7687,Cartão de Crédito,False,6.22
4886,Cartão de Crédito,True,8.84
97,Cartão de Débito,True,7.34
1078,Cartão de Crédito,True,0.11
4671,Cartão de Crédito,False,9.45
119,Pix,False,1.39
1813,Cartão de Débito,False,2.25
6662,Cartão de Crédito,True,9.78
1378,Cartão de Débito,False,3.7
773,Cartão de Crédito,True,2.29
7561,Dinheiro,True,1.81
7203,Dinheiro,True,8.68
6349,Pix,True,4.54
583,Cartão de Crédito,True,4.54
8117,Dinheiro,True,4.25
111,Cartão de Débito,True,9.72
6687,Cartão de Crédito,True,6.59
2126,Pix,False,1.41
6740,Pix,False,1.33
6646,Cartão de Crédito,False,1.74
6592,Cartão de Débito,False,8.85
8895,Cartão de Débito,False,9.33
6248,Pix,True,7.11
8256,Cartão de Débito,False,2.08
6428,Dinheiro,True,7.58
2179,Cartão de Crédito,True,7.1
763,Cartão de Crédito,False,2.77
5848,Dinheiro,False,5.16
2076,Cartão de Crédito,False,0.66
4593,Dinheiro,True,5.41
7705,Dinheiro,True,4.47
1698,Cartão de Crédito,True,8.01
8635,Dinheiro,True,8.98
5145,Pix,True,2.15
3635,Pix,True,6.09
4533,Cartão de Débito,True,1.79
9207,Dinheiro,True,8.4
386,Cartão de Débito,True,9.71
9079,Cartão de Débito,False,6.99
534,Dinheiro,True,9.51
5269,Pix,True,0.73
9482,Cartão de Crédito,False,4.29
5912,Dinheiro,False,6.43
2189,Cartão de Crédito,False,7.04
3392,Dinheiro,False,2.95
3727,Pix,True,6.1
2542,Pix,True,2.14
7844,Cartão de Crédito,True,5.3
4841,Cartão de Crédito,True,3.71
4165,Cartão de Débito,False,0.04
8154,Cartão de Crédito,False,1.33
2402,Pix,False,1.83
7403,Pix,True,5.83
852,Dinheiro,False,7.03
477,Dinheiro,False,1.47
5691,Dinheiro,True,3.86
4813,Cartão de Crédito,True,0.99
2656,Cartão de Crédito,False,0.1
7154,Pix,False,2.57
8732,Dinheiro,True,9.32
3671,Cartão de Crédito,True,5.39
7843,Dinheiro,True,5.56
6297,Cartão de Débito,True,8.99
6060,Pix,False,0.41
8608,Cartão de Débito,True,3.1
3298,Pix,True,1.16
2171,Cartão de Débito,True,1.09
1309,Dinheiro,False,8.41
6830,Cartão de Débito,True,0.61
9800,Cartão de Crédito,False,4.61
472,Cartão de Crédito,True,3.08
8934,Cartão de Crédito,True,7.59
8636,Cartão de Débito,False,9.01
3191,Cartão de Débito,False,8.24
6260,Cartão de Crédito,False,0.91
1232,Pix,False,4.84
2017,Cartão de Débito,True,2.83
4999,Pix,True,8.21
3344,Pix,True,5.74
7289,Cartão de Débito,False,3.03
1074,Pix,True,5.83
7883,Cartão de Débito,True,3.23
9772,Dinheiro,True,0.83
5742,Pix,True,9.63
4136,Cartão de Débito,True,7.66
2518,Cartão de Débito,False,8.62
8362,Cartão de Débito,False,9.55
1087,Pix,True,7.14
7796,Cartão de Débito,True,4.09
8098,Pix,False,9.0
4238,Pix,True,7.6
737,Cartão de Débito,False,7.9
482,Cartão de Crédito,False,5.12
4023,Cartão de Crédito,False,1.78
446,Cartão de Débito,False,1.09
2465,Cartão de Crédito,False,4.64
4770,Cartão de Crédito,True,6.12
8274,Cartão de Crédito,False,1.48
5003,Cartão de Crédito,False,4.51
7061,Pix,True,7.13
8638,Pix,False,5.57
1469,Dinheiro,False,0.48
1818,Pix,False,6.06
4084,Cartão de Crédito,True,1.6
3952,Pix,False,8.99
6698,Cartão de Débito,False,7.22
5166,Cartão de Débito,False,7.68
8660,Pix,True,7.35
8326,Dinheiro,False,6.35
7329,Pix,True,8.8
6544,Dinheiro,False,5.6
4803,Dinheiro,False,7.36
1310,Cartão de Crédito,True,1.37
4469,Pix,False,6.54
7372,Cartão de Débito,True,4.77
5679,Cartão de Crédito,True,2.1
733,Pix,True,7.63
6488,Cartão de Débito,True,2.54
4754,Pix,False,5.98
750,Dinheiro,True,9.23
7736,Dinheiro,False,8.82
8164,Cartão de Débito,False,1.36
6991,Dinheiro,False,0.98
9888,Cartão de Crédito,True,0.69
2618,Cartão de Crédito,False,6.49
8129,Cartão de Débito,False,3.1
1941,Pix,True,2.74
5236,Cartão de Crédito,True,2.7
1800,Pix,False,8.81
9803,Pix,True,1.32
1500,Cartão de Débito,True,3.78
7131,Cartão de Débito,False,5.14
8849,Pix,True,4.93
7786,Pix,True,2.61
5171,Dinheiro,False,5.43
9820,Cartão de Crédito,False,6.41
8297,Cartão de Crédito,True,9.68
4250,Pix,True,0.69
9737,Dinheiro,True,2.87
8887,Cartão de Crédito,True,3.02
2132,Cartão de Crédito,True,0.8
4145,Cartão de Débito,True,2.78
1809,Pix,True,7.47
6353,Pix,True,0.91
4062,Dinheiro,False,1.54
2709,Cartão de Crédito,False,4.65
4390,Cartão de Débito,False,7.33
2731,Cartão de Débito,False,9.54
6125,Dinheiro,True,0.1
1593,Dinheiro,True,8.55
2263,Dinheiro,True,0.91
3071,Cartão de Crédito,True,3.28
1985,Dinheiro,False,5.3
3508,Cartão de Crédito,False,0.1
970,Dinheiro,True,9.28
6362,Cartão de Crédito,True,7.99
4441,Cartão de Débito,False,6.87
4643,Cartão de Débito,False,8.88
4902,Dinheiro,False,6.81
4359,Pix,True,5.94
1388,Cartão de Crédito,True,5.7
8944,Cartão de Crédito,True,4.14
757,Cartão de Débito,True,2.84
5578,Cartão de Débito,True,3.08
4600,Cartão de Débito,False,9.59
6369,Dinheiro,False,8.0
5179,Dinheiro,True,8.49
6391,Cartão de Crédito,False,1.97
4968,Cartão de Crédito,True,0.14
7086,Cartão de Débito,False,6.87
1633,Cartão de Débito,True,5.35
6503,Dinheiro,False,0.33
4802,Dinheiro,True,4.5
4246,Pix,False,1.71
6228,Pix,False,1.82
6755,Cartão de Crédito,True,1.66
9632,Cartão de Crédito,True,1.71
678,Cartão de Débito,True,4.69
1398,Dinheiro,False,1.23
5699,Pix,False,5.66
4433,Pix,False,1.28
3079,Cartão de Crédito,True,9.6
481,Cartão de Crédito,True,8.15
1372,Cartão de Crédito,False,1.14
4446,Cartão de Débito,True,2.35
1207,Dinheiro,False,0.96
5200,Cartão de Crédito,False,8.33
8172,Cartão de Crédito,True,1.55
6479,Cartão de Débito,False,6.1
8769,Cartão de Débito,True,9.53
8351,Dinheiro,True,9.93
6840,Cartão de Débito,True,1.8
8000,Cartão de Débito,False,8.33
8264,Cartão de Débito,True,2.1
7117,Cartão de Débito,True,0.18
2917,Cartão de Débito,True,0.08
4168,Dinheiro,True,2.93
6661,Pix,True,4.23
5311,Dinheiro,False,2.32
1167,Dinheiro,False,2.04
1662,Dinheiro,True,7.91
5168,Pix,True,4.72
6571,Cartão de Crédito,False,1.06
3649,Pix,False,7.87
3394,Dinheiro,True,8.56
2159,Cartão de Débito,False,8.66
7070,Pix,True,4.59
5097,Dinheiro,False,6.89
1937,Pix,False,5.24
4561,Cartão de Crédito,True,6.59
6345,Dinheiro,False,0.55
6162,Pix,True,5.55
4572,Pix,False,3.0
3359,Cartão de Crédito,True,8.07
9116,Dinheiro,False,9.63
2603,Cartão de Débito,True,3.08
6641,Dinheiro,False,8.89
4653,Dinheiro,True,2.43
9652,Pix,False,4.14
9152,Cartão de Débito,True,2.45
5772,Cartão de Débito,False,5.18
4442,Cartão de Débito,False,7.94
4670,Pix,False,0.82
7360,Dinheiro,True,7.6
2514,Pix,True,5.17
5906,Pix,False,9.52
7107,Cartão de Débito,False,3.06
4245,Cartão de Crédito,True,1.98
1701,Dinheiro,True,0.39
6560,Cartão de Crédito,True,1.18
7226,Cartão de Débito,True,8.86
7092,Dinheiro,True,4.9
7232,Pix,False,0.2
9945,Cartão de Débito,False,4.3
9304,Dinheiro,False,3.67
9882,Cartão de Crédito,True,8.86
4991,Pix,True,5.82
4884,Cartão de Crédito,True,5.64
180,Cartão de Crédito,False,0.66
5889,Cartão de Crédito,False,5.72
2976,Dinheiro,True,5.49
5417,Cartão de Crédito,True,3.86
8221,Cartão de Débito,False,2.99
1084,Cartão de Débito,True,1.34
3975,Pix,True,1.76
6128,Dinheiro,True,6.32
1073,Cartão de Crédito,False,0.54
4603,Cartão de Débito,True,6.97
2149,Pix,False,1.39
4576,Cartão de Crédito,False,5.8
6375,Pix,False,4.02
6153,Pix,True,4.37
2345,Pix,False,5.57
2031,Pix,True,9.23
5270,Pix,False,5.2
2642,Cartão de Débito,False,8.12
4789,Dinheiro,True,7.9
5802,Cartão de Crédito,False,9.24
8725,Pix,True,4.95
1793,Pix,True,2.21
2770,Cartão de Débito,False,2.52
6144,Cartão de Crédito,True,9.55
8463,Pix,True,9.07
3968,Dinheiro,True,3.69
5600,Pix,False,1.56
9935,Cartão de Débito,False,1.99
5756,Cartão de Débito,False,0.57
4269,Cartão de Crédito,True,3.27
8647,Pix,False,6.42
379,Cartão de Crédito,False,9.26
2706,Cartão de Crédito,True,2.32
811,Dinheiro,True,7.79
4174,Cartão de Crédito,False,7.65
3378,Pix,True,7.55
984,Cartão de Débito,False,8.69
9905,Pix,False,4.63
6994,Dinheiro,True,4.04
9139,Cartão de Crédito,False,5.47
7977,Dinheiro,False,6.65
7612,Cartão de Crédito,False,2.88
5713,Cartão de Débito,False,4.18
5982,Cartão de Crédito,True,4.38
8791,Cartão de Crédito,True,5.09
5642,Pix,True,9.23
5914,Cartão de Débito,False,2.93
8376,Dinheiro,False,3.12
3908,Pix,False,6.64
6476,Pix,False,1.9
7630,Cartão de Débito,True,3.02
1379,Cartão de Débito,True,2.83
6101,Pix,False,1.42
3804,Cartão de Crédito,True,7.12
3139,Pix,True,8.11
3992,Pix,False,7.97
6942,Cartão de Débito,False,7.08
3458,Dinheiro,True,0.15
5396,Dinheiro,True,6.53
9590,Cartão de Crédito,False,8.69
323,Cartão de Débito,True,6.73
1758,Pix,False,4.82
