id_pedido,id_comanda,id_cardapio,status,data_hora_pedido,quantidade
8303,5070,42,False,2023-08-20 07:33:18,1
1330,4230,16,False,2024-01-03 09:53:50,8
2001,8214,100,True,2022-03-22 21:16:33,6
9726,2806,12,False,2023-06-05 14:46:05,8
5331,3647,43,True,2024-05-01 13:48:41,2
1917,9158,4,False,2022-10-08 03:36:39,10
3013,1297,82,False,2023-08-11 22:58:45,9
1749,9409,34,True,2023-08-24 18:29:02,7
3753,6431,3,False,2022-12-02 19:42:33,10
1280,3726,40,True,2024-01-29 05:20:32,8
5633,7470,65,True,2024-04-10 01:04:04,9
1511,3680,63,False,2023-05-14 13:44:50,10
6307,7056,28,False,2021-07-12 01:59:21,7
908,3176,93,True,2024-03-12 17:20:37,1
268,4081,24,False,2023-07-19 06:10:11,10
2537,1659,75,False,2024-02-13 21:08:42,1
2365,2060,73,False,2023-07-03 15:18:12,4
4787,4890,39,True,2024-05-20 14:20:55,3
2963,8859,80,False,2022-04-28 17:51:08,7
1092,3054,36,False,2022-08-19 04:21:44,10
2388,9105,80,True,2023-02-06 05:11:01,2
408,2461,41,False,2021-11-15 11:34:43,5
142,5706,71,True,2022-10-06 15:47:00,10
9818,1049,56,True,2022-01-11 01:16:00,8
3254,8278,12,True,2021-12-07 13:46:54,4
3867,8666,67,True,2022-08-08 10:06:17,6
4666,5619,1,True,2023-08-22 03:27:15,10
8770,7392,56,True,2021-10-16 18:40:47,6
6478,8144,60,True,2021-11-03 17:56:50,5
5437,6260,50,True,2021-09-18 03:31:26,7
6158,8662,69,True,2023-05-07 07:51:02,1
2196,5187,6,True,2022-11-15 05:45:22,7
7023,7543,12,False,2022-07-29 09:29:31,5
9962,8391,49,False,2023-09-06 15:47:43,6
1046,7935,69,True,2023-05-16 23:33:42,4
435,8839,83,True,2023-12-29 00:13:23,10
124,1337,74,False,2024-03-26 15:38:28,1
9146,5296,100,False,2023-09-07 20:43:39,10
8253,1791,18,False,2023-11-07 14:48:22,7
3880,4287,79,False,2023-09-03 17:30:43,6
2100,5812,65,True,2022-08-30 07:00:47,2
7581,7180,76,True,2023-07-23 06:53:22,7
8433,7526,76,True,2021-12-05 11:10:36,5
1302,139,93,False,2023-10-27 20:48:48,8
9263,2149,22,False,2023-06-02 16:18:34,1
8730,6065,57,True,2021-12-19 15:37:36,5
6937,694,9,False,2022-06-03 21:57:06,8
3943,2436,41,False,2023-09-07 19:46:01,8
1902,2168,99,False,2021-08-22 00:18:30,8
2081,2935,30,True,2022-01-24 02:00:48,8
2146,9721,25,False,2021-11-29 07:24:54,10
6321,9872,25,False,2021-06-17 17:59:10,9
4496,3120,40,True,2021-09-08 08:22:58,2
3836,1772,18,False,2024-05-18 04:52:49,10
2854,300,49,True,2023-07-29 07:23:54,7
8567,3149,12,True,2022-02-17 11:48:11,1
1140,3329,38,False,2022-01-15 17:28:26,5
4720,405,2,True,2023-11-11 22:56:08,1
2894,3059,31,False,2022-08-11 16:57:23,10
5685,9465,81,False,2024-03-06 06:32:16,2
407,8004,98,False,2021-06-22 20:49:14,7
2465,9540,31,True,2022-05-04 09:32:06,4
452,2237,26,True,2023-08-13 06:32:59,7
4445,8479,55,True,2022-05-28 13:14:38,9
6034,8803,39,True,2023-08-20 09:07:34,9
9327,3351,20,True,2022-11-04 08:52:56,4
6550,7805,10,True,2023-12-18 15:17:29,7
9857,2054,72,True,2021-10-26 05:31:01,2
3750,2677,6,True,2021-07-17 20:05:53,8
8900,4176,29,False,2022-10-01 21:21:34,9
2420,6438,56,True,2024-01-27 02:42:16,8
6455,9715,85,False,2023-01-02 18:40:33,10
1905,2091,42,True,2021-07-09 16:31:56,5
1337,9617,29,False,2023-12-31 12:32:58,8
3876,5697,2,True,2021-10-02 19:30:54,9
7014,4628,66,False,2023-05-17 06:11:05,1
4972,6285,83,False,2023-02-13 04:44:37,1
3686,299,65,False,2022-06-09 20:49:07,6
4118,8065,98,False,2023-11-06 19:02:37,8
9073,3159,4,False,2023-06-12 21:45:10,4
9344,9602,43,False,2024-04-03 09:31:54,10
8671,5580,57,False,2023-11-14 02:58:32,5
8197,5158,37,True,2022-09-22 19:54:32,3
7292,5055,73,False,2023-10-05 19:19:06,1
1642,8609,12,False,2022-08-26 15:39:19,7
5639,1120,95,True,2021-07-20 12:31:39,1
1133,9034,53,True,2024-03-03 06:38:40,2
3525,6545,61,True,2022-06-18 16:31:01,5
8170,6182,78,False,2023-01-16 14:52:05,10
5734,6503,87,True,2023-01-18 04:52:58,8
8892,8787,54,True,2022-06-07 04:50:16,2
42,9073,96,True,2022-11-09 15:14:41,8
3793,4309,12,True,2023-01-15 05:48:02,2
13,2047,95,False,2022-04-30 17:12:04,8
6973,9229,40,False,2021-12-11 02:44:19,3
2793,4198,31,True,2022-01-31 01:36:11,5
9156,9172,73,False,2023-03-02 04:36:09,9
1402,6618,4,True,2023-07-14 13:59:21,5
7842,2879,21,True,2021-07-30 07:25:58,2
7593,7563,66,False,2022-10-26 18:31:45,9
3409,8358,22,True,2023-04-14 22:50:14,3
4690,5884,33,True,2024-03-02 21:11:47,6
5127,6240,82,True,2021-06-29 02:00:48,8
4954,7606,20,True,2023-12-02 13:39:51,3
4360,6225,76,True,2023-02-18 12:45:27,9
8695,5001,85,True,2023-03-16 17:55:10,5
4752,2358,89,False,2023-05-29 23:56:40,7
303,8490,70,False,2024-06-06 17:12:16,9
5021,8309,4,False,2022-11-04 06:07:04,4
3980,2759,31,False,2023-09-21 13:42:17,3
9268,709,88,True,2022-02-27 11:58:24,10
5690,7129,87,False,2022-03-07 11:53:46,5
1195,8866,71,False,2023-07-30 17:57:52,6
750,7154,27,True,2023-04-27 06:44:59,6
6676,1747,94,True,2023-07-18 23:10:38,9
85,325,57,False,2023-12-15 11:50:28,9
1108,1044,4,True,2022-07-03 20:59:37,2
4553,8153,86,True,2023-10-06 04:37:37,9
9514,4021,36,True,2021-07-19 08:59:09,4
5627,8547,49,True,2024-02-28 02:24:04,6
4674,1107,24,False,2023-11-17 14:14:19,9
9708,3906,91,False,2023-07-06 01:06:01,8
4228,9519,17,True,2022-06-25 20:54:19,9
8578,7222,81,True,2022-06-19 13:24:24,2
5032,7899,54,False,2022-07-17 11:48:48,3
5172,1706,27,True,2022-12-23 09:41:45,8
2876,4810,44,True,2022-10-13 01:57:06,2
6910,9073,90,True,2023-03-27 08:08:08,4
7944,6889,3,True,2023-04-13 11:21:03,9
3584,6746,41,True,2022-08-02 01:41:50,8
752,5530,84,True,2023-01-13 22:48:20,8
6443,3077,21,True,2024-04-13 07:21:16,1
8351,462,14,True,2023-11-19 01:19:34,6
9792,6047,33,True,2023-10-17 19:20:55,7
6310,4177,47,True,2022-07-03 13:23:24,4
6921,5355,99,True,2024-02-07 04:43:51,3
2495,8426,60,False,2022-07-05 08:31:01,3
603,4913,11,False,2022-12-07 06:03:14,9
6650,1121,1,True,2022-08-28 19:47:12,7
2021,2105,7,False,2022-10-30 18:16:06,10
4852,4617,8,True,2021-12-22 18:12:56,9
7973,3140,7,True,2022-08-02 10:17:45,9
4185,3990,28,True,2023-09-05 23:53:26,7
3587,8493,79,False,2021-10-28 23:55:10,7
5724,9736,81,True,2022-05-12 15:45:39,1
6925,9635,5,False,2022-04-24 05:52:28,6
9230,5214,22,True,2023-05-10 22:34:15,1
526,7605,15,False,2021-10-28 09:15:12,6
5924,7183,29,False,2022-08-19 03:01:07,4
9774,2185,62,False,2022-05-06 06:51:43,1
5605,8568,59,True,2022-07-08 09:10:54,7
4302,4392,30,False,2022-07-21 03:15:13,7
1241,1883,73,False,2022-05-07 09:20:44,8
221,9186,7,True,2022-08-22 23:41:43,5
9566,6394,59,False,2024-02-11 16:39:27,4
346,1379,20,True,2022-06-06 00:52:20,4
3321,8079,81,False,2021-07-05 04:33:16,10
436,9308,25,False,2021-08-25 04:41:09,7
2772,6432,37,False,2022-06-19 18:57:35,6
2209,6862,32,False,2023-02-03 08:11:45,10
1169,2975,68,False,2021-07-02 22:05:48,8
8328,4964,78,False,2022-01-10 16:33:17,5
3681,8152,60,True,2021-12-13 11:16:57,9
7744,2712,14,False,2022-04-04 09:46:45,5
4227,3591,38,True,2023-07-07 03:47:48,1
5233,7980,40,False,2024-03-05 21:29:11,9
7248,5107,34,False,2021-12-13 08:06:29,5
3465,6434,61,True,2023-09-14 11:51:41,8
3769,5276,82,False,2023-06-24 09:23:53,8
6146,6674,67,True,2022-12-19 23:40:33,4
7705,3023,15,False,2022-08-10 10:49:49,9
5184,2472,65,False,2023-03-28 11:38:35,5
4448,8507,32,True,2023-11-23 02:30:07,7
254,7741,16,False,2024-05-21 11:08:51,4
4386,6299,49,True,2022-10-14 01:00:21,9
2594,3619,43,False,2022-04-17 05:00:52,7
4631,2113,4,False,2022-08-21 17:04:09,6
4151,3773,78,False,2023-01-18 20:42:34,7
6734,7263,57,True,2021-07-06 16:34:50,6
2625,1798,29,False,2022-06-27 14:34:38,10
2642,5064,40,False,2022-06-06 18:38:57,3
5504,5641,35,False,2023-12-01 16:22:27,5
9480,1700,54,True,2023-11-12 00:37:58,5
5791,3252,49,True,2022-04-13 09:52:50,4
3236,3139,60,True,2024-03-06 02:21:10,4
7797,7212,23,False,2023-06-03 23:19:21,8
1531,4596,36,False,2022-05-14 06:53:46,7
6404,876,64,False,2023-07-12 04:40:37,6
2084,1544,74,False,2022-02-26 16:46:54,8
9147,962,92,True,2022-12-29 06:57:53,2
3645,984,55,False,2022-06-13 16:45:29,7
7161,6801,41,False,2024-01-19 23:54:09,3
6627,1355,77,True,2021-08-23 14:44:47,6
9539,3104,90,True,2023-07-16 11:37:16,3
7288,7131,10,False,2023-03-19 12:47:24,7
6835,4542,73,True,2024-03-23 12:48:07,1
5067,873,20,True,2024-03-30 12:31:54,9
6839,5532,41,True,2021-08-10 19:38:59,9
8840,6842,7,True,2023-12-25 08:55:06,6
285,8177,20,True,2021-08-27 04:40:21,2
4658,2969,53,True,2022-07-24 00:36:13,5
3315,5618,32,False,2022-03-28 16:22:19,6
1943,2388,15,True,2022-06-04 05:27:20,5
4935,234,23,True,2022-05-13 22:36:54,1
2492,1983,24,False,2022-05-20 14:12:44,9
6629,2567,80,True,2022-06-17 19:32:05,1
6137,9959,23,True,2023-06-27 21:33:11,7
2425,7736,62,False,2023-11-11 20:50:42,1
3768,9994,43,True,2024-06-05 12:00:18,5
4707,118,29,False,2021-12-10 23:18:46,4
1540,9780,32,True,2022-10-11 08:18:46,10
78,5586,98,True,2021-12-24 17:22:00,10
3895,13,43,False,2021-06-29 13:21:52,5
7363,9281,44,False,2021-11-28 07:37:52,5
2746,7241,6,False,2022-06-06 16:42:17,1
2460,960,59,True,2022-02-03 12:11:29,3
8642,4316,36,True,2024-05-11 08:06:56,6
8384,341,80,False,2024-04-29 07:10:48,2
5548,481,56,True,2021-09-03 00:33:24,9
4272,608,11,False,2023-10-15 03:15:35,1
8249,3740,82,False,2022-10-10 00:20:27,1
5000,8831,32,False,2022-06-27 00:17:09,6
9293,5227,21,False,2023-11-23 20:12:47,1
3664,7766,36,False,2023-11-13 07:54:04,5
3947,4447,60,False,2021-10-14 07:18:31,2
2115,326,7,False,2023-07-29 11:09:40,5
4910,9244,46,True,2024-01-12 04:24:03,10
4128,6201,2,True,2021-10-02 00:00:33,6
1750,2733,61,True,2023-02-27 13:48:04,10
2569,7631,22,False,2024-06-09 17:38:10,3
550,9145,52,False,2023-06-14 20:10:28,9
8033,8589,42,True,2023-03-24 22:36:45,2
5889,9223,78,True,2023-05-22 06:13:18,6
1438,9932,87,True,2023-01-06 01:14:55,1
9522,2801,71,True,2023-03-13 07:26:38,2
2637,1313,9,True,2021-09-13 19:08:13,9
3199,9039,88,False,2022-10-30 06:12:32,6
150,8716,79,False,2023-12-15 03:54:23,3
6572,3423,71,False,2023-03-09 21:38:03,9
6752,9950,91,True,2023-10-10 04:10:50,8
8065,5003,72,True,2022-01-31 14:19:49,1
6751,6519,31,False,2023-03-01 02:23:40,10
3072,6255,44,True,2023-10-28 10:21:47,8
8236,1224,36,True,2024-03-22 22:24:21,8
135,5007,95,True,2022-02-11 07:54:48,4
824,6290,22,False,2024-05-04 11:12:08,1
5957,9298,52,True,2024-03-23 16:54:42,2
8378,5974,25,False,2023-08-18 10:19:09,7
3330,3338,84,True,2023-01-09 05:51:32,8
7027,857,42,False,2022-05-28 04:09:18,7
4883,8385,98,True,2023-06-26 07:34:13,9
2443,8350,96,True,2021-09-05 04:53:42,4
428,5059,37,True,2023-01-03 09:45:40,4
8336,7429,3,True,2022-09-28 10:16:26,9
8488,2985,77,True,2023-06-27 09:24:56,1
8777,3874,80,True,2021-12-17 05:28:09,7
7945,1924,68,True,2022-07-29 06:43:52,5
1207,3245,46,False,2022-10-05 02:46:33,3
1819,249,23,True,2023-08-16 13:52:32,9
69,674,94,True,2023-05-07 22:04:04,2
1539,7018,29,False,2021-10-09 01:59:03,6
4542,1025,18,True,2024-01-31 02:29:12,4
8582,8598,3,False,2021-09-22 17:21:15,9
3157,9324,12,False,2023-03-15 08:49:29,10
930,7162,64,False,2021-12-24 16:11:44,9
9928,5360,6,False,2023-04-21 10:02:55,6
4400,1401,83,True,2023-02-04 20:51:44,1
9399,569,21,False,2021-07-15 09:53:50,2
5282,2484,89,False,2023-06-09 03:04:32,2
929,2133,8,True,2023-05-05 15:42:01,6
3617,2214,13,True,2023-10-16 19:09:23,3
3809,3212,32,False,2021-12-14 20:56:38,2
546,8048,2,True,2021-08-23 16:40:46,6
9763,5802,41,False,2024-03-02 21:53:18,8
3289,7064,92,True,2021-09-07 13:43:38,9
661,8121,95,False,2022-11-02 19:06:54,9
4410,3847,82,False,2022-06-20 10:25:31,7
7259,3854,58,True,2023-09-19 16:39:44,2
5091,3111,3,False,2022-08-16 06:55:11,6
5979,192,30,True,2021-10-11 20:27:08,1
6953,7090,57,False,2024-03-11 03:09:22,5
5250,7566,65,True,2023-12-16 19:29:17,5
1457,3053,54,False,2023-09-23 16:45:25,6
2734,4424,77,False,2024-02-20 05:14:14,3
4058,7197,15,False,2021-12-26 08:20:14,9
4097,8290,12,False,2022-11-23 20:02:27,3
3847,9033,39,True,2022-02-18 19:58:06,9
4591,5275,50,False,2021-11-18 08:19:01,6
5385,4256,42,True,2022-07-29 00:36:42,1
7290,6112,2,False,2023-05-23 18:41:40,2
3298,8414,95,False,2021-09-24 13:35:42,1
7882,6764,21,False,2023-07-27 14:07:42,1
4442,6451,92,True,2023-03-20 10:34:15,8
3328,4460,64,True,2022-11-23 01:10:34,1
4434,367,43,False,2024-02-10 13:39:00,1
1523,2519,20,True,2022-06-27 09:46:55,9
4353,5293,77,False,2024-03-12 12:34:33,4
3638,9971,6,True,2023-10-18 11:41:34,10
683,6546,19,False,2021-08-21 17:01:43,10
1035,2919,99,True,2024-02-25 16:14:25,4
9682,6722,23,True,2022-09-12 20:47:35,10
950,353,70,True,2023-09-13 23:46:03,3
1652,345,56,False,2022-10-27 02:27:20,10
5524,5553,81,False,2023-01-28 00:22:08,4
8375,4478,55,True,2023-03-07 09:43:55,4
6124,5579,56,True,2022-05-10 19:35:57,10
5421,2987,69,False,2023-12-12 06:26:22,9
6220,4728,15,False,2023-02-22 05:47:09,2
9469,96,92,False,2023-02-03 21:56:33,3
6964,5064,12,True,2022-07-11 04:55:02,8
3031,8700,2,False,2022-01-24 04:34:48,2
6926,5281,41,True,2024-03-24 10:15:49,3
6568,9708,92,True,2024-05-15 05:18:34,7
1336,99,7,False,2021-11-13 00:11:13,9
9101,805,95,False,2021-09-20 10:22:15,9
8410,5892,53,False,2022-01-04 04:37:34,9
4372,1892,63,True,2022-04-29 11:50:24,9
1239,2109,72,False,2024-01-12 12:03:11,1
4073,9912,47,False,2021-06-26 07:11:49,2
9418,4914,77,False,2022-12-12 23:28:22,9
9208,6051,23,True,2023-04-15 01:20:14,6
8314,4850,34,True,2022-10-22 08:25:08,5
2559,5794,30,True,2021-09-24 16:17:48,3
5175,8865,31,True,2023-01-21 11:38:07,3
8677,1165,50,True,2023-11-08 00:43:30,10
2366,6149,47,False,2022-12-03 04:09:03,10
2193,1062,95,False,2023-10-28 03:24:07,3
3168,3690,44,False,2021-07-20 10:20:55,5
8897,5548,85,False,2022-05-06 17:47:48,4
4980,9983,15,True,2021-11-01 13:40:09,4
4547,1158,49,True,2021-07-06 18:51:11,9
3231,6369,34,True,2021-08-10 05:12:38,3
2096,9934,33,True,2024-03-17 19:49:50,7
8923,4988,71,False,2023-05-01 21:32:27,10
2906,3018,87,True,2022-01-05 00:51:24,10
9798,5424,71,True,2024-06-03 20:50:24,1
3134,5306,10,True,2022-01-22 20:09:34,5
5352,5948,35,False,2022-03-01 04:51:32,5
9786,9842,8,True,2022-10-22 19:58:30,1
1872,6101,15,True,2022-11-22 07:49:46,4
992,120,10,True,2021-10-06 12:12:35,2
3504,5012,46,False,2023-03-23 08:21:30,9
5935,2744,79,True,2022-11-08 16:13:21,4
9165,9618,36,True,2022-12-28 12:42:53,9
9376,5229,39,False,2021-12-22 19:12:29,3
5569,5605,35,True,2023-04-26 09:27:29,6
6733,4916,39,False,2022-05-05 07:25:17,8
5512,6298,60,False,2023-10-27 22:42:30,6
941,7991,45,False,2022-10-15 11:37:31,8
233,2401,73,False,2021-06-19 03:14:23,2
9913,5384,87,False,2023-09-04 05:39:23,8
9610,9284,68,True,2021-10-29 07:44:37,4
1507,7488,70,True,2022-05-26 11:34:50,2
7065,5280,88,False,2022-09-29 03:05:56,3
7904,6098,21,False,2022-03-04 09:46:47,2
2614,5430,9,True,2021-11-11 04:33:00,4
9310,8762,33,False,2023-10-30 07:10:09,2
4816,5659,80,True,2021-06-22 14:26:34,1
328,3967,75,True,2021-11-11 07:33:39,3
6723,2008,14,True,2024-05-06 08:25:18,8
2557,7316,86,False,2023-07-13 03:53:04,7
5370,2859,10,True,2023-09-28 17:57:39,10
7336,1535,100,False,2022-01-24 05:44:03,7
3608,8872,20,False,2024-02-24 02:58:34,1
7598,6503,81,True,2021-12-01 07:31:05,4
32,1421,78,True,2022-11-14 00:01:39,5
9758,8237,20,False,2022-11-25 20:52:07,7
4300,1021,53,False,2022-12-09 02:32:38,2
1568,4810,31,False,2021-07-29 04:15:22,3
9622,291,96,False,2021-11-12 18:44:11,10
5496,2546,84,False,2022-07-09 17:14:37,7
1728,1306,91,True,2023-03-04 23:56:47,2
1004,4734,15,True,2021-12-22 09:44:40,4
6683,2941,28,True,2024-06-01 16:28:08,6
9753,7684,100,True,2024-05-19 13:50:38,7
5369,1867,53,True,2023-04-21 01:17:14,1
9270,5210,75,True,2022-08-11 01:52:13,10
6358,6456,50,True,2022-11-04 08:43:28,9
6617,3885,97,True,2022-10-15 12:00:19,2
3588,2251,19,True,2021-11-22 08:57:00,2
6341,8289,83,False,2021-10-23 18:32:18,8
9697,4071,80,False,2022-11-17 00:58:34,7
3575,7904,21,False,2022-11-20 13:33:57,4
5810,3015,13,True,2023-07-10 02:07:46,6
6015,4270,4,False,2021-09-02 02:28:41,7
9323,8326,55,False,2021-12-10 16:35:21,1
5920,134,67,False,2023-10-21 08:08:59,6
953,5253,92,True,2021-06-30 09:18:43,2
7068,9558,39,True,2023-08-27 02:59:26,2
4043,4941,36,False,2023-12-27 05:06:05,2
4823,8781,86,True,2023-08-06 15:45:57,6
3636,2994,37,True,2021-07-26 12:32:59,3
8869,9139,3,True,2022-06-12 00:27:57,4
9114,4113,56,True,2021-12-31 06:39:53,1
3305,4272,90,False,2021-06-21 02:58:22,5
8926,6487,45,False,2023-10-23 13:23:44,7
3572,3047,32,False,2022-10-04 11:48:20,2
2944,9395,45,True,2022-08-02 17:16:53,4
3909,6636,91,True,2023-12-07 13:00:33,10
5556,2599,65,True,2024-03-16 14:35:43,1
8611,4657,36,True,2023-04-25 15:32:09,10
7331,2606,87,False,2021-11-25 08:58:13,4
1235,5886,53,False,2023-08-20 16:23:25,1
5121,4752,31,True,2021-11-02 09:02:38,3
9966,4786,69,True,2024-01-13 05:38:48,6
4605,1592,81,False,2023-02-05 14:38:35,8
1684,811,62,False,2022-08-20 06:49:08,3
9034,9593,89,True,2023-06-15 17:10:25,10
3247,8503,52,False,2021-09-26 12:20:16,5
4472,6920,25,True,2021-10-13 15:50:29,1
1101,2359,35,True,2023-03-14 03:56:04,8
9124,246,20,False,2023-08-27 13:19:00,9
6543,301,87,True,2022-09-29 18:04:21,8
4692,7026,5,False,2023-08-15 03:29:19,10
1536,1600,42,False,2022-03-14 23:18:36,10
9138,6439,75,True,2022-11-17 04:23:39,3
8727,7420,56,False,2021-11-03 13:44:02,5
8294,7902,91,False,2024-04-28 06:09:29,9
4878,1234,72,True,2023-05-17 22:46:55,3
4134,8778,17,False,2022-09-13 04:34:49,1
4524,3178,58,True,2024-06-09 09:39:03,8
7447,804,77,True,2023-04-25 19:13:11,2
7847,8179,20,False,2024-05-19 11:20:44,7
648,8278,74,False,2023-07-21 05:46:29,3
3706,9647,60,False,2021-07-12 04:34:59,7
7634,6324,84,True,2022-10-19 21:33:41,3
